bioproject_accession	sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename
	114_AOM_RB_17_CEM	114_AOM_RB_17_CEM	16S rRNA gene amplicon sequencing of mus musculus: adult female cecum tissue and contents	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	114_AOM_RB_17_CEM_S126_L001_R1_001.fastq.gz
	115_AOM_RB_18_CEM	115_AOM_RB_18_CEM	16S rRNA gene amplicon sequencing of mus musculus: adult female cecum tissue and contents	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	115_AOM_RB_18_CEM_S127_L001_R1_001.fastq.gz
	116_AOM_RB_19_CEM	116_AOM_RB_19_CEM	16S rRNA gene amplicon sequencing of mus musculus: adult female cecum tissue and contents	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	116_AOM_RB_19_CEM_S128_L001_R1_001.fastq.gz
	117_AOM_RB_20_CEM	117_AOM_RB_20_CEM	16S rRNA gene amplicon sequencing of mus musculus: adult female cecum tissue and contents	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	117_AOM_RB_20_CEM_S129_L001_R1_001.fastq.gz
	118_AOM_FR_2_COP	118_AOM_FR_2_COP	16S rRNA gene amplicon sequencing of mus musculus: adult female colon proximal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	118_AOM_FR_2_COP_S130_L001_R1_001.fastq.gz
	119_AOM_FR_3_COP	119_AOM_FR_3_COP	16S rRNA gene amplicon sequencing of mus musculus: adult female colon proximal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	119_AOM_FR_3_COP_S133_L001_R1_001.fastq.gz
	120_AOM_FR_4_COP	120_AOM_FR_4_COP	16S rRNA gene amplicon sequencing of mus musculus: adult female colon proximal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	120_AOM_FR_4_COP_S134_L001_R1_001.fastq.gz
	121_AOM_FR_5_COP	121_AOM_FR_5_COP	16S rRNA gene amplicon sequencing of mus musculus: adult female colon proximal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	121_AOM_FR_5_COP_S135_L001_R1_001.fastq.gz
	122_AOM_FR_6_COP	122_AOM_FR_6_COP	16S rRNA gene amplicon sequencing of mus musculus: adult female colon proximal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	122_AOM_FR_6_COP_S136_L001_R1_001.fastq.gz
	123_AOM_FR_7_COP	123_AOM_FR_7_COP	16S rRNA gene amplicon sequencing of mus musculus: adult female colon proximal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	123_AOM_FR_7_COP_S137_L001_R1_001.fastq.gz
	124_AOM_FR_9_COP	124_AOM_FR_9_COP	16S rRNA gene amplicon sequencing of mus musculus: adult female colon proximal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	124_AOM_FR_9_COP_S138_L001_R1_001.fastq.gz
	125_AOM_FR_10_COP	125_AOM_FR_10_COP	16S rRNA gene amplicon sequencing of mus musculus: adult female colon proximal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	125_AOM_FR_10_COP_S139_L001_R1_001.fastq.gz
	126_AOM_FR_11_COP	126_AOM_FR_11_COP	16S rRNA gene amplicon sequencing of mus musculus: adult female colon proximal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	126_AOM_FR_11_COP_S140_L001_R1_001.fastq.gz
	127_AOM_FR_12_COP	127_AOM_FR_12_COP	16S rRNA gene amplicon sequencing of mus musculus: adult female colon proximal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	127_AOM_FR_12_COP_S141_L001_R1_001.fastq.gz
	128_AOM_FR_13_COP	128_AOM_FR_13_COP	16S rRNA gene amplicon sequencing of mus musculus: adult female colon proximal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	128_AOM_FR_13_COP_S142_L001_R1_001.fastq.gz
	129_AOM_FR_14_COP	129_AOM_FR_14_COP	16S rRNA gene amplicon sequencing of mus musculus: adult female colon proximal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	129_AOM_FR_14_COP_S145_L001_R1_001.fastq.gz
	130_AOM_FR_15_COP	130_AOM_FR_15_COP	16S rRNA gene amplicon sequencing of mus musculus: adult female colon proximal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	130_AOM_FR_15_COP_S146_L001_R1_001.fastq.gz
	131_AOM_FR_2_COD	131_AOM_FR_2_COD	16S rRNA gene amplicon sequencing of mus musculus: adult female colon distal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	131_AOM_FR_2_COD_S147_L001_R1_001.fastq.gz
	132_AOM_FR_4_COD	132_AOM_FR_4_COD	16S rRNA gene amplicon sequencing of mus musculus: adult female colon distal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	132_AOM_FR_4_COD_S148_L001_R1_001.fastq.gz
	133_AOM_FR_5_COD	133_AOM_FR_5_COD	16S rRNA gene amplicon sequencing of mus musculus: adult female colon distal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	133_AOM_FR_5_COD_S149_L001_R1_001.fastq.gz
	134_AOM_FR_6_COD	134_AOM_FR_6_COD	16S rRNA gene amplicon sequencing of mus musculus: adult female colon distal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	134_AOM_FR_6_COD_S150_L001_R1_001.fastq.gz
	135_AOM_FR_7_COD	135_AOM_FR_7_COD	16S rRNA gene amplicon sequencing of mus musculus: adult female colon distal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	135_AOM_FR_7_COD_S151_L001_R1_001.fastq.gz
	136_AOM_FR_9_COD	136_AOM_FR_9_COD	16S rRNA gene amplicon sequencing of mus musculus: adult female colon distal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	136_AOM_FR_9_COD_S152_L001_R1_001.fastq.gz
	137_AOM_FR_10_COD	137_AOM_FR_10_COD	16S rRNA gene amplicon sequencing of mus musculus: adult female colon distal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	137_AOM_FR_10_COD_S153_L001_R1_001.fastq.gz
	138_AOM_FR_11_COD	138_AOM_FR_11_COD	16S rRNA gene amplicon sequencing of mus musculus: adult female colon distal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	138_AOM_FR_11_COD_S154_L001_R1_001.fastq.gz
	139_AOM_FR_12_COD	139_AOM_FR_12_COD	16S rRNA gene amplicon sequencing of mus musculus: adult female colon distal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	139_AOM_FR_12_COD_S155_L001_R1_001.fastq.gz
	140_AOM_FR_13_COD	140_AOM_FR_13_COD	16S rRNA gene amplicon sequencing of mus musculus: adult female colon distal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	140_AOM_FR_13_COD_S156_L001_R1_001.fastq.gz
	141_AOM_FR_14_COD	141_AOM_FR_14_COD	16S rRNA gene amplicon sequencing of mus musculus: adult female colon distal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	141_AOM_FR_14_COD_S157_L001_R1_001.fastq.gz
	142_AOM_FR_15_COD	142_AOM_FR_15_COD	16S rRNA gene amplicon sequencing of mus musculus: adult female colon distal section	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	142_AOM_FR_15_COD_S158_L001_R1_001.fastq.gz
	143_AOM_FR_1_CEM	143_AOM_FR_1_CEM	16S rRNA gene amplicon sequencing of mus musculus: adult female cecum tissue and contents	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	143_AOM_FR_1_CEM_S159_L001_R1_001.fastq.gz
	144_AOM_FR_2_CEM	144_AOM_FR_2_CEM	16S rRNA gene amplicon sequencing of mus musculus: adult female cecum tissue and contents	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	144_AOM_FR_2_CEM_S160_L001_R1_001.fastq.gz
	145_AOM_FR_3_CEM	145_AOM_FR_3_CEM	16S rRNA gene amplicon sequencing of mus musculus: adult female cecum tissue and contents	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	145_AOM_FR_3_CEM_S161_L001_R1_001.fastq.gz
	146_AOM_FR_4_CEM	146_AOM_FR_4_CEM	16S rRNA gene amplicon sequencing of mus musculus: adult female cecum tissue and contents	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	146_AOM_FR_4_CEM_S162_L001_R1_001.fastq.gz
	147_AOM_FR_5_CEM	147_AOM_FR_5_CEM	16S rRNA gene amplicon sequencing of mus musculus: adult female cecum tissue and contents	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	147_AOM_FR_5_CEM_S163_L001_R1_001.fastq.gz
	148_AOM_FR_6_CEM	148_AOM_FR_6_CEM	16S rRNA gene amplicon sequencing of mus musculus: adult female cecum tissue and contents	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	148_AOM_FR_6_CEM_S164_L001_R1_001.fastq.gz
	149_AOM_FR_7_CEM	149_AOM_FR_7_CEM	16S rRNA gene amplicon sequencing of mus musculus: adult female cecum tissue and contents	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	149_AOM_FR_7_CEM_S165_L001_R1_001.fastq.gz
	150_AOM_FR_8_CEM	150_AOM_FR_8_CEM	16S rRNA gene amplicon sequencing of mus musculus: adult female cecum tissue and contents	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	150_AOM_FR_8_CEM_S166_L001_R1_001.fastq.gz
	151_AOM_FR_9_CEM	151_AOM_FR_9_CEM	16S rRNA gene amplicon sequencing of mus musculus: adult female cecum tissue and contents	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	151_AOM_FR_9_CEM_S167_L001_R1_001.fastq.gz
	152_AOM_FR_10_CEM	152_AOM_FR_10_CEM	16S rRNA gene amplicon sequencing of mus musculus: adult female cecum tissue and contents	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	152_AOM_FR_10_CEM_S168_L001_R1_001.fastq.gz
	153_AOM_FR_11_CEM	153_AOM_FR_11_CEM	16S rRNA gene amplicon sequencing of mus musculus: adult female cecum tissue and contents	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	153_AOM_FR_11_CEM_S169_L001_R1_001.fastq.gz
	154_AOM_FR_12_CEM	154_AOM_FR_12_CEM	16S rRNA gene amplicon sequencing of mus musculus: adult female cecum tissue and contents	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	154_AOM_FR_12_CEM_S170_L001_R1_001.fastq.gz
	155_AOM_FR_13_CEM	155_AOM_FR_13_CEM	16S rRNA gene amplicon sequencing of mus musculus: adult female cecum tissue and contents	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	155_AOM_FR_13_CEM_S171_L001_R1_001.fastq.gz
	156_AOM_FR_14_CEM	156_AOM_FR_14_CEM	16S rRNA gene amplicon sequencing of mus musculus: adult female cecum tissue and contents	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	156_AOM_FR_14_CEM_S172_L001_R1_001.fastq.gz
	157_AOM_FR_15_CEM	157_AOM_FR_15_CEM	16S rRNA gene amplicon sequencing of mus musculus: adult female cecum tissue and contents	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	157_AOM_FR_15_CEM_S173_L001_R1_001.fastq.gz
	158_AOM_FR_16_CEM	158_AOM_FR_16_CEM	16S rRNA gene amplicon sequencing of mus musculus: adult female cecum tissue and contents	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	158_AOM_FR_16_CEM_S174_L001_R1_001.fastq.gz
	159_AOM_FR_17_CEM	159_AOM_FR_17_CEM	16S rRNA gene amplicon sequencing of mus musculus: adult female cecum tissue and contents	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	159_AOM_FR_17_CEM_S175_L001_R1_001.fastq.gz
	160_AOM_FR_18_CEM	160_AOM_FR_18_CEM	16S rRNA gene amplicon sequencing of mus musculus: adult female cecum tissue and contents	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	160_AOM_FR_18_CEM_S176_L001_R1_001.fastq.gz
	161_AOM_FR_19_CEM	161_AOM_FR_19_CEM	16S rRNA gene amplicon sequencing of mus musculus: adult female cecum tissue and contents	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	161_AOM_FR_19_CEM_S177_L001_R1_001.fastq.gz
	162_AOM_FR_20_CEM	162_AOM_FR_20_CEM	16S rRNA gene amplicon sequencing of mus musculus: adult female cecum tissue and contents	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	162_AOM_FR_20_CEM_S178_L001_R1_001.fastq.gz
	163_HTH_CT_89_1wk_FEC	163_HTH_CT_89_1wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	163_HTH_CT_89_1wk_FEC_S193_L001_R1_001.fastq.gz
	164_HTH_RB_90_1wk_FEC	164_HTH_RB_90_1wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	164_HTH_RB_90_1wk_FEC_S194_L001_R1_001.fastq.gz
	165_HTH_FR_91_1wk_FEC	165_HTH_FR_91_1wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	165_HTH_FR_91_1wk_FEC_S195_L001_R1_001.fastq.gz
	166_HTH_CT_89_2wk_FEC	166_HTH_CT_89_2wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	166_HTH_CT_89_2wk_FEC_S196_L001_R1_001.fastq.gz
	167_HTH_RB_90_2wk_FEC	167_HTH_RB_90_2wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	167_HTH_RB_90_2wk_FEC_S197_L001_R1_001.fastq.gz
	168_HTH_FR_91_2wk_FEC	168_HTH_FR_91_2wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	168_HTH_FR_91_2wk_FEC_S198_L001_R1_001.fastq.gz
	169_HTH_CT_89_6wk_FEC	169_HTH_CT_89_6wk_FEC	16S rRNA gene amplicon sequencing of mus musculus: adult female feces	AMPLICON	GENOMIC	PCR	single	ILLUMINA	Illumina MiSeq	DNA extraction: PCR amplification: PCR product purificication using solid-phase reversible immobilization beads: Illumina V2 500 cycle kit (2x 250/250) on MiSeq with 15% PhiX mock library: (All steps conducted as per Earth Microbiome Project standards/guidelines) 	fastq	169_HTH_CT_89_6wk_FEC_S199_L001_R1_001.fastq.gz
